NPL_STATUS,NPL_STATUS_DATE,LATITUDE,LONGITUDE,FEDERAL_STATUS,LAST_UPDATED
Currently on the Final NPL,2/4/00,26.79527,-80.07388,G (General or Non-federal),2/27/14
Currently on the Final NPL,10/22/99,46.27277,-112.26333,G (General or Non-federal),2/27/14
Currently on the Final NPL,10/22/99,35.08644,-106.64061,G (General or Non-federal),2/27/14
Currently on the Final NPL,10/22/99,32.44227,-94.7109,G (General or Non-federal),2/27/14
Currently on the Final NPL,10/22/99,39.45725,-75.04725,G (General or Non-federal),2/27/14
Currently on the Final NPL,10/22/99,39.72972,-74.90591,G (General or Non-federal),2/27/14
Currently on the Final NPL,10/22/99,40.01805,-74.59361,F (Federal),2/27/14
Currently on the Final NPL,10/22/99,33.59988,-102.40556,G (General or Non-federal),2/27/14
Currently on the Final NPL,10/22/99,46.48208,-112.24513,G (General or Non-federal),2/27/14
Currently on the Final NPL,10/22/99,39.32516,-81.54877,G (General or Non-federal),2/27/14
Currently on the Final NPL,9/17/99,36.80305,-94.39027,G (General or Non-federal),2/27/14
Currently on the Final NPL,7/22/99,37.78888,-122.33,F (Federal),2/27/14
Currently on the Final NPL,7/22/99,44.92166,-69.26111,G (General or Non-federal),2/27/14
Currently on the Final NPL,7/22/99,39.50069,-74.54361,G (General or Non-federal),2/27/14
Currently on the Final NPL,7/22/99,36.89972,-76.43472,G (General or Non-federal),2/27/14
Currently on the Final NPL,7/22/99,39.90666,-80.80138,G (General or Non-federal),2/27/14
Currently on the Final NPL,7/22/99,30.89361,-93.99527,G (General or Non-federal),2/27/14
Currently on the Final NPL,7/22/99,35.98555,-96.77972,G (General or Non-federal),2/27/14
Currently on the Final NPL,7/22/99,37.80027,-79.86166,G (General or Non-federal),2/27/14
Currently on the Final NPL,7/22/99,39.92611,-75.11916,G (General or Non-federal),2/27/14
Currently on the Final NPL,7/22/99,34.98416,-93.30222,G (General or Non-federal),2/27/14
Currently on the Final NPL,7/22/99,36.82194,-76.29472,F (Federal),2/27/14
Currently on the Final NPL,7/22/99,35.27347,-81.05125,G (General or Non-federal),2/27/14
Currently on the Final NPL,7/22/99,39.83416,-74.96388,G (General or Non-federal),2/27/14
Currently on the Final NPL,7/22/99,39.79166,-104.95833,G (General or Non-federal),2/27/14
Currently on the Final NPL,7/22/99,18.4343,-66.38972,G (General or Non-federal),2/27/14
Currently on the Final NPL,5/10/99,31.325,-85.40416,G (General or Non-federal),2/27/14
Currently on the Final NPL,5/10/99,38.79166,-76.875,F (Federal),2/27/14
Currently on the Final NPL,5/10/99,39.145,-94.55611,G (General or Non-federal),2/27/14
Currently on the Final NPL,5/10/99,38.69805,-76.845,F (Federal),2/27/14
Currently on the Final NPL,5/10/99,40.81319,-73.24611,G (General or Non-federal),2/27/14
Currently on the Final NPL,5/10/99,41.32777,-89.30416,G (General or Non-federal),2/27/14
Currently on the Final NPL,5/10/99,36.90611,-76.14777,F (Federal),2/27/14
Currently on the Final NPL,5/10/99,40.78236,-73.73413,G (General or Non-federal),2/27/14
Currently on the Final NPL,1/19/99,36.40055,-100.80472,G (General or Non-federal),2/27/14
Currently on the Final NPL,1/19/99,35.23166,-81.21888,G (General or Non-federal),2/27/14
Currently on the Final NPL,1/19/99,40.54444,-74.58416,G (General or Non-federal),2/27/14
Currently on the Final NPL,1/19/99,45.08055,-93.25555,G (General or Non-federal),2/27/14
Currently on the Final NPL,1/19/99,39.22805,-120.96986,G (General or Non-federal),2/27/14
Currently on the Final NPL,1/19/99,42.99202,-77.9333,G (General or Non-federal),2/27/14
Currently on the Final NPL,1/19/99,29.76777,-95.33166,G (General or Non-federal),2/27/14
Currently on the Final NPL,1/19/99,40.5698,-74.49319,F (Federal),2/27/14
Currently on the Final NPL,1/19/99,41.81666,-74.13444,G (General or Non-federal),2/27/14
Currently on the Final NPL,1/19/99,35.9914,-106.08138,G (General or Non-federal),2/27/14
Currently on the Final NPL,1/19/99,33.96972,-118.04222,G (General or Non-federal),2/27/14
Currently on the Final NPL,1/19/99,33.98541,-118.17125,G (General or Non-federal),2/27/14
Currently on the Final NPL,1/19/99,42.79716,-73.26575,G (General or Non-federal),2/27/14
Currently on the Final NPL,1/19/99,40.8878,-73.17477,G (General or Non-federal),2/27/14
Currently on the Final NPL,1/19/99,36.34625,-95.84861,G (General or Non-federal),2/27/14
Currently on the Final NPL,9/29/98,31.05166,-97.43805,G (General or Non-federal),2/27/14
Currently on the Final NPL,9/18/98,29.35666,-94.94166,G (General or Non-federal),2/27/14
Currently on the Final NPL,7/28/98,31.2225,-84.20333,G (General or Non-federal),2/27/14
Currently on the Final NPL,7/28/98,40.57638,-74.41416,G (General or Non-federal),2/27/14
Currently on the Final NPL,7/28/98,39.08333,-76.71527,F (Federal),2/27/14
Currently on the Final NPL,7/28/98,30.93388,-93.9825,G (General or Non-federal),2/27/14
Currently on the Final NPL,7/28/98,40.6075,-74.21027,G (General or Non-federal),2/27/14
Currently on the Final NPL,7/28/98,41.19861,-80.51027,G (General or Non-federal),2/27/14
Currently on the Final NPL,7/28/98,27.13666,-80.19916,G (General or Non-federal),2/27/14
Currently on the Final NPL,7/28/98,38.875,-76.9875,F (Federal),2/27/14
Currently on the Final NPL,3/6/98,41.54652,-86.8993,G (General or Non-federal),2/27/14
Currently on the Final NPL,3/6/98,26.08194,-80.21555,G (General or Non-federal),2/27/14
Currently on the Final NPL,3/6/98,40.73733,-73.65784,G (General or Non-federal),2/27/14
Currently on the Final NPL,3/6/98,42.45877,-78.92758,G (General or Non-federal),2/27/14
Currently on the Final NPL,3/6/98,39.97666,-75.05194,G (General or Non-federal),2/27/14
Currently on the Final NPL,3/6/98,40.14583,-74.2,G (General or Non-federal),2/27/14
Currently on the Final NPL,9/25/97,39.65666,-77.72361,G (General or Non-federal),2/27/14
Currently on the Final NPL,9/25/97,48.77027,-122.51444,G (General or Non-federal),2/27/14
Currently on the Final NPL,9/25/97,39.63083,-75.92388,G (General or Non-federal),2/27/14
Currently on the Final NPL,9/25/97,31.91861,-102.42833,G (General or Non-federal),2/27/14
Currently on the Final NPL,4/1/97,31.24222,-81.52805,G (General or Non-federal),2/27/14
Currently on the Final NPL,4/1/97,36.94027,-76.30027,F (Federal),2/27/14
Currently on the Final NPL,4/1/97,47.00166,-122.90416,G (General or Non-federal),2/27/14
Currently on the Final NPL,4/1/97,35.04916,-89.54861,G (General or Non-federal),2/27/14
Currently on the Final NPL,4/1/97,30.0875,-85.58666,F (Federal),2/27/14
Currently on the Final NPL,12/23/96,42.85507,-71.10588,G (General or Non-federal),2/27/14
Currently on the Final NPL,12/23/96,30.42722,-90.19861,G (General or Non-federal),2/27/14
Currently on the Final NPL,12/23/96,27.96,-82.35583,G (General or Non-federal),2/27/14
Currently on the Final NPL,12/23/96,39.49361,-80.11444,G (General or Non-federal),2/27/14
Currently on the Final NPL,12/23/96,33.23669,-81.37577,G (General or Non-federal),2/27/14
Currently on the Final NPL,12/23/96,27.96305,-82.37055,G (General or Non-federal),2/27/14
Currently on the Final NPL,6/17/96,42.12694,-86.45444,G (General or Non-federal),2/27/14
Currently on the Final NPL,6/17/96,40.50138,-80.14638,G (General or Non-federal),2/27/14
Currently on the Final NPL,6/17/96,41.28472,-96.95972,G (General or Non-federal),2/27/14
Currently on the Final NPL,6/17/96,45.03888,-67.35833,G (General or Non-federal),2/27/14
Currently on the Final NPL,6/17/96,39.59444,-75.025,G (General or Non-federal),2/27/14
Currently on the Final NPL,6/17/96,38.70833,-90.1525,G (General or Non-federal),2/27/14
Currently on the Final NPL,6/17/96,31.18944,-81.50833,G (General or Non-federal),2/27/14
Currently on the Final NPL,6/17/96,42.23666,-78.76694,G (General or Non-federal),2/27/14
Currently on the Final NPL,6/17/96,45.7845,-92.4312,G (General or Non-federal),2/27/14
Currently on the Final NPL,6/17/96,39.91972,-75.12194,G (General or Non-federal),2/27/14
Currently on the Final NPL,6/17/96,37.78055,-99.88888,G (General or Non-federal),2/27/14
Currently on the Final NPL,9/29/95,39.39694,-101.03916,G (General or Non-federal),2/27/14
Currently on the Final NPL,9/29/95,40.48472,-74.31944,G (General or Non-federal),2/27/14
Currently on the Final NPL,9/29/95,38.59138,-77.1743,F (Federal),2/27/14
Currently on the Final NPL,9/29/95,32.77694,-96.8725,G (General or Non-federal),2/27/14
Currently on the Final NPL,9/29/95,34.99888,-85.31444,G (General or Non-federal),2/27/14
Currently on the Final NPL,9/29/95,44.74027,-69.18222,G (General or Non-federal),2/27/14
Currently on the Final NPL,9/29/95,40.19222,-75.1475,F (Federal),2/27/14
Currently on the Final NPL,4/25/95,45.67722,-122.62166,G (General or Non-federal),2/27/14
Currently on the Final NPL,4/25/95,42.33611,-120.54166,F (Federal),2/27/14
Currently on the Final NPL,4/25/95,41.20127,-73.11722,G (General or Non-federal),2/27/14
Currently on the Final NPL,12/16/94,29.98866,-90.04016,G (General or Non-federal),2/27/14
Currently on the Final NPL,12/16/94,34.9328,-82.1725,G (General or Non-federal),2/27/14
Currently on the Final NPL,12/16/94,35.03333,-106.65527,G (General or Non-federal),2/27/14
Currently on the Final NPL,12/16/94,45,-92.83333,G (General or Non-federal),2/27/14
Currently on the Final NPL,12/16/94,34.9,-76.8917,F (Federal),2/27/14
Currently on the Final NPL,12/16/94,38.04944,-122,F (Federal),2/27/14
Currently on the Final NPL,12/16/94,21.45833,-158.06666,G (General or Non-federal),2/27/14
Currently on the Final NPL,12/16/94,30.4553,-87.2317,G (General or Non-federal),2/27/14
Currently on the Final NPL,12/16/94,37.105,-76.56833,F (Federal),2/27/14
Currently on the Final NPL,12/16/94,35.27222,-82.41111,G (General or Non-federal),2/27/14
Currently on the Final NPL,12/16/94,32.82208,-79.95833,G (General or Non-federal),2/27/14
Currently on the Final NPL,12/16/94,43.1476,-93.1992,G (General or Non-federal),2/27/14
Currently on the Final NPL,12/16/94,41.12388,-101.73611,G (General or Non-federal),2/27/14
Currently on the Final NPL,12/16/94,43.06944,-76.20805,G (General or Non-federal),2/27/14
Currently on the Final NPL,12/16/94,32.3528,-80.7031,F (Federal),2/27/14
Currently on the Final NPL,12/16/94,45.5569,-122.39916,G (General or Non-federal),2/27/14
Currently on the Final NPL,5/31/94,51.8775,-176.6525,F (Federal),2/27/14
Currently on the Final NPL,5/31/94,39.56097,-78.84361,F (Federal),2/27/14
Currently on the Final NPL,5/31/94,39.02916,-76.88458,F (Federal),2/27/14
Currently on the Final NPL,5/31/94,42.13874,-71.25166,G (General or Non-federal),2/27/14
Currently on the Final NPL,5/31/94,38.87819,-94.80555,G (General or Non-federal),2/27/14
Currently on the Final NPL,5/31/94,28.57888,-81.40888,G (General or Non-federal),2/27/14
Currently on the Final NPL,5/31/94,61.25833,-149.7,F (Federal),2/27/14
Currently on the Final NPL,5/31/94,38.55305,-121.67333,G (General or Non-federal),2/27/14
Currently on the Final NPL,5/31/94,42.30055,-75.41333,G (General or Non-federal),2/27/14
Currently on the Final NPL,5/31/94,42.47066,-71.28944,F (Federal),2/27/14
Currently on the Final NPL,5/31/94,47.58861,-122.69597,F (Federal),2/27/14
Currently on the Final NPL,5/31/94,38.51875,-121.75125,F (Federal),2/27/14
Currently on the Final NPL,5/31/94,37.06999,-76.35861,F (Federal),2/27/14
Currently on the Final NPL,5/31/94,38.52166,-77.29,F (Federal),2/27/14
Currently on the Final NPL,5/31/94,45.57944,-122.73944,G (General or Non-federal),2/27/14
Currently on the Final NPL,5/31/94,42.28888,-71.36361,F (Federal),2/27/14
Currently on the Final NPL,5/31/94,37.94499,-86.78777,G (General or Non-federal),2/27/14
Currently on the Final NPL,5/31/94,21.51902,-158.00513,F (Federal),2/27/14
Currently on the Final NPL,5/31/94,42.47888,-71.29027,F (Federal),2/27/14
Currently on the Final NPL,5/31/94,40.22388,-76.99361,F (Federal),2/27/14
Currently on the Final NPL,5/31/94,39.78611,-84.1525,G (General or Non-federal),2/27/14
Currently on the Final NPL,5/31/94,47.57444,-122.54805,F (Federal),2/27/14
Currently on the Final NPL,5/31/94,47.58233,-122.36666,G (General or Non-federal),2/27/14
Currently on the Final NPL,5/31/94,37.12013,-88.81111,F (Federal),2/27/14
Currently on the Final NPL,5/31/94,35.32194,-101.56361,F (Federal),2/27/14
Currently on the Final NPL,5/31/94,38.27069,-76.41944,F (Federal),2/27/14
Currently on the Final NPL,5/31/94,43.08416,-70.74166,F (Federal),2/27/14
Currently on the Final NPL,5/31/94,47.55916,-122.64722,F (Federal),2/27/14
Currently on the Final NPL,5/31/94,34.64694,-86.67305,F (Federal),2/27/14
Currently on the Final NPL,5/31/94,43.8668,-88.87055,G (General or Non-federal),2/27/14
Currently on the Final NPL,5/31/94,42.15527,-70.93347,F (Federal),2/27/14
Currently on the Final NPL,5/31/94,39.69124,-75.87777,G (General or Non-federal),2/27/14
Currently on the Final NPL,5/31/94,28.16666,-82.77569,G (General or Non-federal),2/27/14
Currently on the Final NPL,5/31/94,37.43,-106.585,G (General or Non-federal),2/27/14
Currently on the Final NPL,5/31/94,40.0262,-76.49838,G (General or Non-federal),2/27/14
Currently on the Final NPL,5/31/94,45.63847,-122.64541,G (General or Non-federal),2/27/14
Currently on the Final NPL,5/31/94,30.70972,-87.02041,F (Federal),2/27/14
Currently on the Final NPL,2/23/94,28.65083,-96.56222,G (General or Non-federal),2/27/14
Currently on the Final NPL,10/14/92,37.775,-97.31666,G (General or Non-federal),2/27/14
Currently on the Final NPL,10/14/92,31.91861,-92.63472,G (General or Non-federal),2/27/14
Currently on the Final NPL,10/14/92,37.88638,-90.55,G (General or Non-federal),2/27/14
Currently on the Final NPL,10/14/92,40.92513,-98.34777,G (General or Non-federal),2/27/14
Currently on the Final NPL,10/14/92,40.08166,-75.3425,G (General or Non-federal),2/27/14
Currently on the Final NPL,10/14/92,40.43541,-75.62061,G (General or Non-federal),2/27/14
Currently on the Final NPL,10/14/92,40.04,-75.58527,G (General or Non-federal),2/27/14
Currently on the Final NPL,10/14/92,27.96393,-82.37481,G (General or Non-federal),2/27/14
Currently on the Final NPL,10/14/92,34.20118,-118.16743,F (Federal),2/27/14
Currently on the Final NPL,10/14/92,40.86092,-73.64077,G (General or Non-federal),2/27/14
Currently on the Final NPL,10/14/92,37.94785,-121.30663,G (General or Non-federal),2/27/14
Currently on the Final NPL,10/14/92,35.09333,-90.00333,F (Federal),2/27/14
Currently on the Final NPL,10/14/92,47.20472,-119.31555,G (General or Non-federal),2/27/14
Currently on the Final NPL,10/14/92,36.84388,-83.37138,G (General or Non-federal),2/27/14
Currently on the Final NPL,10/14/92,38.32666,-77.02694,F (Federal),2/27/14
Currently on the Final NPL,10/14/92,37.24583,-76.58888,F (Federal),2/27/14
Currently on the Final NPL,10/14/92,42.85583,-71.48888,G (General or Non-federal),2/27/14
Currently on the Final NPL,10/14/92,45.41633,-122.56388,G (General or Non-federal),2/27/14
Currently on the Final NPL,10/14/92,41.35166,-88.83611,G (General or Non-federal),2/27/14
Currently on the Final NPL,10/14/92,21.38888,-157.98333,F (Federal),2/27/14
Currently on the Final NPL,10/14/92,33.1825,-92.67333,G (General or Non-federal),2/27/14
Currently on the Final NPL,10/14/92,43.08611,-89.58472,G (General or Non-federal),2/27/14
Currently on the Final NPL,10/14/92,40.53111,-75.49333,G (General or Non-federal),2/27/14
Currently on the Final NPL,10/14/92,41.99361,-97.42138,G (General or Non-federal),2/27/14
Currently on the Final NPL,10/14/92,45.6195,-122.62247,G (General or Non-federal),2/27/14
Currently on the Final NPL,10/14/92,41.49666,-71.53527,G (General or Non-federal),2/27/14
Currently on the Final NPL,9/25/91,40.69848,-74.19824,G (General or Non-federal),2/27/14
Currently on the Final NPL,2/11/91,37.4012,-122.0542,G (General or Non-federal),2/27/14
Currently on the Final NPL,2/11/91,41.86361,-88.2093,G (General or Non-federal),2/27/14
Currently on the Final NPL,2/11/91,40.61833,-111.9172,G (General or Non-federal),2/27/14
Currently on the Final NPL,2/11/91,37.40805,-122.0786,G (General or Non-federal),2/27/14
Currently on the Final NPL,2/11/91,40.7226,-111.8747,G (General or Non-federal),2/27/14
Currently on the Final NPL,8/30/90,41.42656,-97.36221,G (General or Non-federal),2/27/14
Currently on the Final NPL,8/30/90,36.8265,-76.3045,G (General or Non-federal),2/27/14
Currently on the Final NPL,8/30/90,39.92944,-91.26847,G (General or Non-federal),2/27/14
Currently on the Final NPL,8/30/90,37.3868,-122.0066,G (General or Non-federal),2/27/14
Currently on the Final NPL,8/30/90,32.77778,-97.45,F (Federal),2/27/14
Currently on the Final NPL,8/30/90,42.30333,-85.57608,G (General or Non-federal),2/27/14
Currently on the Final NPL,8/30/90,31.88,-110.24,G (General or Non-federal),2/27/14
Currently on the Final NPL,8/30/90,25.83958,-80.30013,G (General or Non-federal),2/27/14
Currently on the Final NPL,8/30/90,47.699,-122.7131,F (Federal),2/27/14
Currently on the Final NPL,8/30/90,42.46861,-89.06555,G (General or Non-federal),2/27/14
Currently on the Final NPL,8/30/90,44.43806,-88.0755,G (General or Non-federal),2/27/14
Currently on the Final NPL,8/30/90,36.8725,-86.74638,G (General or Non-federal),2/27/14
Currently on the Final NPL,8/30/90,46.48888,-84.39306,G (General or Non-federal),2/27/14
Currently on the Final NPL,8/30/90,39.23195,-119.5892,G (General or Non-federal),2/27/14
Currently on the Final NPL,8/30/90,39.5404,-89.2975,G (General or Non-federal),2/27/14
Currently on the Final NPL,8/30/90,46.69666,-122.9633,G (General or Non-federal),2/27/14
Currently on the Final NPL,8/30/90,39.2216,-75.5764,G (General or Non-federal),2/27/14
Currently on the Final NPL,8/30/90,40.5274,-74.368,G (General or Non-federal),2/27/14
Currently on the Final NPL,8/30/90,39.78083,-104.9136,G (General or Non-federal),2/27/14
Currently on the Final NPL,8/30/90,30.5129,-90.8939,G (General or Non-federal),2/27/14
Currently on the Final NPL,8/30/90,41.6634,-86.0115,G (General or Non-federal),2/27/14
Currently on the Final NPL,8/30/90,36.8026,-121.6186,G (General or Non-federal),2/27/14
Currently on the Final NPL,8/30/90,34.0207,-85.2717,G (General or Non-federal),2/27/14
Currently on the Final NPL,8/30/90,40.37089,-75.20489,G (General or Non-federal),2/27/14
Currently on the Final NPL,8/30/90,42.90111,-112.5225,G (General or Non-federal),2/27/14
Currently on the Final NPL,8/30/90,34.94943,-117.8857,F (Federal),2/27/14
Currently on the Final NPL,8/30/90,44.14806,-103.0958,F (Federal),2/27/14
Currently on the Final NPL,8/30/90,61.25416,-149.7917,F (Federal),2/27/14
Currently on the Final NPL,8/30/90,41.0062,-91.9724,G (General or Non-federal),2/27/14
Currently on the Final NPL,8/30/90,39.45833,-74.58333,F (Federal),2/27/14
Currently on the Final NPL,8/30/90,37.53888,-86.70276,G (General or Non-federal),2/27/14
Currently on the Final NPL,8/30/90,39.16666,-96.75,F (Federal),2/27/14
Currently on the Final NPL,8/30/90,64.823,-147.6106,F (Federal),2/27/14
Currently on the Final NPL,8/30/90,37.88945,-86.97361,G (General or Non-federal),2/27/14
Currently on the Final NPL,8/30/90,40.3875,-74.61528,G (General or Non-federal),2/27/14
Currently on the Final NPL,8/30/90,25.48944,-80.39694,F (Federal),2/27/14
Currently on the Final NPL,8/30/90,36.8425,-119.8094,G (General or Non-federal),2/27/14
Currently on the Final NPL,8/30/90,37.3361,-122.0015,G (General or Non-federal),2/27/14
Currently on the Final NPL,8/30/90,40.80833,-91.24666,F (Federal),2/27/14
Currently on the Final NPL,8/30/90,41.87833,-88.2075,G (General or Non-federal),2/27/14
Currently on the Final NPL,8/30/90,39.70471,-75.62416,G (General or Non-federal),2/27/14
Currently on the Final NPL,8/30/90,37.6443,-121.57666,F (Federal),2/27/14
Currently on the Final NPL,8/30/90,36.7111,-108.0921,F (Federal),2/27/14
Currently on the Final NPL,8/30/90,32.665,-94.12333,F (Federal),2/27/14
Currently on the Final NPL,8/30/90,30.50111,-83.39375,G (General or Non-federal),2/27/14
Currently on the Final NPL,8/30/90,42.25591,-88.80694,G (General or Non-federal),2/27/14
Currently on the Final NPL,8/30/90,36.02083,-90.575,G (General or Non-federal),2/27/14
Currently on the Final NPL,8/30/90,42.68703,-111.5878,G (General or Non-federal),2/27/14
Currently on the Final NPL,8/30/90,43.04805,-115.8647,F (Federal),2/27/14
Currently on the Final NPL,8/30/90,42.86058,-106.2288,G (General or Non-federal),2/27/14
Currently on the Final NPL,8/30/90,40.26458,-74.16291,F (Federal),2/27/14
Currently on the Final NPL,8/30/90,41.17666,-96.45333,G (General or Non-federal),2/27/14
Currently on the Final NPL,8/30/90,41.40013,-72.08708,F (Federal),2/27/14
Currently on the Final NPL,8/30/90,47.7297,-117.3626,G (General or Non-federal),2/27/14
Currently on the Final NPL,8/30/90,40.51861,-80.1525,G (General or Non-federal),2/27/14
Currently on the Final NPL,8/30/90,37.10111,-94.42056,G (General or Non-federal),2/27/14
Currently on the Final NPL,8/30/90,40.04318,-75.49291,G (General or Non-federal),2/27/14
Currently on the Final NPL,8/30/90,34.7134,-82.233,G (General or Non-federal),2/27/14
Currently on the Final NPL,8/30/90,43.2056,-86.2237,G (General or Non-federal),2/27/14
Currently on the Final NPL,8/30/90,42.50528,-90.65888,G (General or Non-federal),2/27/14
Currently on the Final NPL,8/30/90,35.3596,-108.0348,G (General or Non-federal),2/27/14
Currently on the Final NPL,8/30/90,40.5175,-81.479,G (General or Non-federal),2/27/14
Currently on the Final NPL,8/30/90,44.70361,-75.36153,G (General or Non-federal),2/27/14
Currently on the Final NPL,8/30/90,47.39166,-122.2792,G (General or Non-federal),2/27/14
Currently on the Final NPL,8/30/90,42.75,-76.85445,F (Federal),2/27/14
Currently on the Final NPL,8/30/90,39.00555,-122.6703,G (General or Non-federal),2/27/14
Currently on the Final NPL,8/30/90,32.3761,-86.3791,G (General or Non-federal),2/27/14
Currently on the Final NPL,8/30/90,40.45611,-86.87221,G (General or Non-federal),2/27/14
Currently on the Final NPL,8/30/90,41.19305,-75.41943,F (Federal),2/27/14
Currently on the Final NPL,8/30/90,40.54166,-112.375,F (Federal),2/27/14
Currently on the Final NPL,8/30/90,37.71528,-121.3911,F (Federal),2/27/14
Currently on the Final NPL,8/30/90,45.5986,-121.1651,G (General or Non-federal),2/27/14
Currently on the Final NPL,8/30/90,43.04816,-88.14811,G (General or Non-federal),2/27/14
Currently on the Final NPL,8/30/90,37.05111,-122.02902,G (General or Non-federal),2/27/14
Currently on the Final NPL,8/30/90,41.2434,-80.5058,G (General or Non-federal),2/27/14
Currently on the Final NPL,8/30/90,38.77,-90.44526,G (General or Non-federal),2/27/14
Currently on the Final NPL,8/30/90,32.54958,-83.88416,G (General or Non-federal),2/27/14
Currently on the Final NPL,3/14/90,37.9226,-122.3654,G (General or Non-federal),2/27/14
Currently on the Final NPL,2/21/90,39.3954,-76.30773,F (Federal),2/27/14
Currently on the Final NPL,2/21/90,25.8152,-80.2559,G (General or Non-federal),2/27/14
Currently on the Final NPL,2/21/90,41.44166,-88.17278,G (General or Non-federal),2/27/14
Currently on the Final NPL,2/21/90,25.92318,-80.22153,G (General or Non-federal),2/27/14
Currently on the Final NPL,2/21/90,38.08666,-76.79111,G (General or Non-federal),2/27/14
Currently on the Final NPL,2/21/90,36.80719,-76.297032,G (General or Non-federal),2/27/14
Currently on the Final NPL,2/21/90,41.63556,-70.89445,G (General or Non-federal),2/27/14
Currently on the Final NPL,2/21/90,41.24403,-77.04111,G (General or Non-federal),2/27/14
Currently on the Final NPL,2/21/90,34.69806,-82.21611,G (General or Non-federal),2/27/14
Currently on the Final NPL,2/21/90,42.04945,-86.51195,G (General or Non-federal),2/27/14
Currently on the Final NPL,2/21/90,37.44625,-87.15611,G (General or Non-federal),2/27/14
Currently on the Final NPL,2/21/90,35.04333,-89.69041,G (General or Non-federal),2/27/14
Currently on the Final NPL,2/21/90,41.3942,-74.6681,G (General or Non-federal),2/27/14
Currently on the Final NPL,2/21/90,37.4165,-122.0872,G (General or Non-federal),2/27/14
Currently on the Final NPL,2/21/90,41.8326,-88.1787,G (General or Non-federal),2/27/14
Currently on the Final NPL,2/21/90,39.70833,-75.60916,G (General or Non-federal),2/27/14
Currently on the Final NPL,2/21/90,33.67666,-117.7176,F (Federal),2/27/14
Currently on the Final NPL,2/21/90,41.15666,-104.8622,F (Federal),2/27/14
Currently on the Final NPL,2/21/90,35.7865,-80.9163,G (General or Non-federal),2/27/14
Currently on the Final NPL,2/21/90,36.625,-121.75,F (Federal),2/27/14
Currently on the Final NPL,2/21/90,34.595,-117.3833,F (Federal),2/27/14
Currently on the Final NPL,2/21/90,42.4753,-88.0819,G (General or Non-federal),2/27/14
Currently on the Final NPL,2/21/90,32.9412,-81.239,G (General or Non-federal),2/27/14
Currently on the Final NPL,2/21/90,37.4214,-122.1434,G (General or Non-federal),2/27/14
Currently on the Final NPL,2/21/90,42.64983,-83.59308,G (General or Non-federal),2/27/14
Currently on the Final NPL,2/21/90,41.7073,-86.0084,G (General or Non-federal),2/27/14
Currently on the Final NPL,2/21/90,42.97653,-77.84556,G (General or Non-federal),2/27/14
Currently on the Final NPL,2/21/90,43.2007,-86.2908,G (General or Non-federal),2/27/14
Currently on the Final NPL,2/21/90,41.94056,-71.96693,G (General or Non-federal),2/27/14
Currently on the Final NPL,2/21/90,46.94444,-67.88388,F (Federal),2/27/14
Currently on the Final NPL,2/21/90,43.03431,-89.34628,G (General or Non-federal),2/27/14
Currently on the Final NPL,2/21/90,42.2545,-85.5433,G (General or Non-federal),2/27/14
Currently on the Final NPL,2/21/90,37.28625,-89.55505,G (General or Non-federal),2/27/14
Currently on the Final NPL,2/21/90,43.3891,-86.334,G (General or Non-federal),2/27/14
Currently on the Final NPL,2/21/90,48.34421,-122.6637,F (Federal),2/27/14
Currently on the Final NPL,2/21/90,43.09,-73.77611,G (General or Non-federal),2/27/14
Currently on the Final NPL,2/21/90,40.1807,-75.3537,G (General or Non-federal),2/27/14
Currently on the Final NPL,2/21/90,34.89833,-98.19333,G (General or Non-federal),2/27/14
Currently on the Final NPL,2/21/90,47.48888,-122.1964,G (General or Non-federal),2/27/14
Currently on the Final NPL,2/21/90,44.51861,-71.98943,G (General or Non-federal),2/27/14
Currently on the Final NPL,2/21/90,46.25528,-119.0478,G (General or Non-federal),2/27/14
Currently on the Final NPL,2/21/90,43.08016,-70.82125,F (Federal),2/27/14
Currently on the Final NPL,2/21/90,40.91666,-74.58333,F (Federal),2/27/14
Currently on the Final NPL,2/21/90,27.64749,-80.41555,G (General or Non-federal),2/27/14
Currently on the Final NPL,2/21/90,30.80833,-88.07306,G (General or Non-federal),2/27/14
Currently on the Final NPL,2/21/90,37.71695,-120.9181,F (Federal),2/27/14
Currently on the Final NPL,2/21/90,34.9661,-80.9985,G (General or Non-federal),2/27/14
Currently on the Final NPL,2/21/90,43.5302,-70.4815,G (General or Non-federal),2/27/14
Currently on the Final NPL,2/21/90,41.71884,-80.14297,G (General or Non-federal),2/27/14
Currently on the Final NPL,2/21/90,34.895,-82.7232,G (General or Non-federal),2/27/14
Currently on the Final NPL,2/21/90,43.01339,-85.5905,G (General or Non-federal),2/27/14
Currently on the Final NPL,2/21/90,34.10625,-80.83416,G (General or Non-federal),2/27/14
Currently on the Final NPL,2/21/90,37.3846,-122.0085,G (General or Non-federal),2/27/14
Currently on the Final NPL,2/21/90,38.69638,-90.72916,F (Federal),2/27/14
Currently on the Final NPL,2/21/90,32.65458,-114.5888,F (Federal),2/27/14
Currently on the Final NPL,11/21/89,39.51421,-105.1337,F (Federal),2/27/14
Currently on the Final NPL,11/21/89,34.87833,-116.9389,F (Federal),2/27/14
Currently on the Final NPL,11/21/89,40.86,-72.86958,F (Federal),2/27/14
Currently on the Final NPL,11/21/89,33.30666,-117.3408,F (Federal),2/27/14
Currently on the Final NPL,11/21/89,30.23861,-81.90277,F (Federal),2/27/14
